state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,deaths_covid,deaths_covid_coverage,start_date
RI,11/14/2020,2,12,6,14,2318,271,14,0.875754961,14,2030,2318,0.136868687,13,271,1980,0.120497999,14,271,2249,0,14,12/31/2019
CT,5/17/2020,0,0,51,34,10221,1330,34,0.568931464,33,5761,10126,0.227564659,33,1311,5761,0.130124254,34,1330,10221,4,7,12/31/2019
NY,8/7/2020,7,116,22,136,40298,1849,161,0.694396015,146,27880,40150,0.057864547,149,1725,29811,0.041515708,147,1673,40298,21,141,12/31/2019
AZ,5/13/2020,0,0,5,85,10648,1017,85,0.54604435,82,5639,10327,0.178223089,82,1005,5639,0.095510894,85,1017,10648,15,77,12/31/2019
SD,11/28/2020,11,51,101,62,2849,532,62,0.591084591,65,1684,2849,0.325382263,62,532,1635,0.192474674,62,532,2764,7,62,12/31/2019
ME,7/31/2020,3,26,0,32,2969,33,33,0.6813742,32,2023,2969,0.016288253,33,33,2026,0.011114853,32,33,2969,1,28,12/31/2019
PR,8/5/2020,14,36,5,58,8594,497,58,0.51396323,58,4417,8594,0.11251981,58,497,4417,0.057831045,58,497,8594,7,56,12/31/2019
TN,12/29/2020,33,80,56,113,20410,3424,113,0.663072228,131,13036,19660,0.272720032,113,3424,12555,0.183898169,113,3424,18619,50,113,12/31/2019
MN,7/27/2020,4,70,8,123,11103,420,127,0.64206909,124,7100,11058,0.058658434,125,418,7126,0.037827614,125,420,11103,1,44,12/31/2019
NV,3/31/2020,0,0,1,10,606,667,60,0.248472505,9,122,491,0.040983607,9,5,122,0.01980198,10,12,606,0,13,12/31/2019
OR,11/21/2020,3,60,11,63,6859,604,63,0.723429071,65,4962,6859,0.123922856,63,604,4874,0.0897474,63,604,6730,6,63,12/31/2019
NM,8/30/2020,10,37,1,47,3445,86,46,0.572496263,46,1915,3345,0.046655424,44,83,1779,0.02680798,46,86,3208,2,47,12/31/2019
ME,5/11/2020,0,0,0,34,3080,61,36,0.506889764,35,1545,3048,0.039482201,35,61,1545,0.019805195,36,61,3080,0,35,12/31/2019
AK,7/21/2020,1,7,0,15,1686,35,15,0.491103203,25,828,1686,0.046113307,15,35,759,0.029411765,14,31,1054,1,25,12/31/2019
FL,5/26/2020,0,0,119,142,32442,3465,267,0.592159363,136,18579,31375,0.132701932,137,2466,18583,0.075889279,142,2462,32442,18,105,12/31/2019
SC,5/14/2020,0,0,3,80,11651,468,88,0.687995125,87,7903,11487,0.059182118,86,466,7874,0.040268456,88,468,11622,24,68,12/31/2019
AL,4/25/2020,0,0,9,45,7730,358,45,0.596112924,46,4202,7049,0.090426875,45,358,3959,0.054250644,45,358,6599,2,45,12/31/2019
MS,7/8/2020,0,1,3,76,6827,970,82,0.721041604,79,4818,6682,0.199252802,79,960,4818,0.143279173,81,970,6770,10,39,12/31/2019
LA,8/13/2020,42,141,10,175,14634,1046,206,0.669946699,177,9804,14634,0.107769424,171,1032,9576,0.072375342,171,1032,14259,15,173,12/31/2019
MN,7/30/2020,9,74,3,124,11372,409,127,0.676574042,124,7694,11372,0.052979275,127,409,7720,0.035965529,124,409,11372,5,36,12/31/2019
IA,6/13/2020,0,1,0,83,8593,219,93,0.560492949,119,4730,8439,0.063647128,91,215,3378,0.032779524,93,219,6681,2,99,12/31/2019
RI,8/9/2020,1,11,2,13,1663,98,13,1.099819603,13,1829,1663,0.053581192,13,98,1829,0.058929645,13,98,1663,1,13,12/31/2019
CA,4/10/2020,0,0,47,144,32309,4864,360,0.51928077,141,14180,27307,0.12574601,142,1812,14410,0.06171216,166,1924,31177,12,148,12/31/2019
VA,5/3/2020,0,0,160,74,7720,692,75,0.490770118,45,3403,6934,0.099154272,71,680,6858,0.044977511,49,330,7337,8,49,12/31/2019
IL,8/19/2020,16,138,12,168,29291,1732,181,0.658427503,177,19286,29291,0.08696761,178,1705,19605,0.057931463,172,1677,28948,7,163,12/31/2019
WI,8/31/2020,7,123,1,136,12754,479,136,0.562156216,136,7154,12726,0.06733381,133,471,6995,0.037744902,134,472,12505,48,117,12/31/2019
TX,11/29/2020,142,437,146,579,70857,9631,579,0.687539693,584,48717,70857,0.199850595,579,9631,48191,0.137493397,579,9631,70047,124,579,12/31/2019
SD,12/3/2020,11,51,104,62,2869,515,62,0.632624608,65,1815,2869,0.292613636,62,515,1760,0.185185185,62,515,2781,7,62,12/31/2019
MT,6/21/2020,0,0,0,23,3034,19,68,0.491608678,53,1201,2443,0.014154871,53,17,1201,0.00626236,68,19,3034,1,19,12/31/2019
MD,5/4/2020,0,0,1,14,8097,2129,53,0.765007504,47,6117,7996,0.320367858,52,2125,6633,0.26194887,48,2121,8097,44,47,12/31/2019
CT,6/8/2020,0,0,7,34,10205,488,34,0.540904145,33,5468,10109,0.088332114,33,483,5468,0.047819696,34,488,10205,0,7,12/31/2019
NJ,6/18/2020,0,0,19,32,17088,1646,76,0.699415346,73,11604,16591,0.139865564,73,1623,11604,0.098145608,76,1646,16771,5,22,12/31/2019
AZ,9/1/2020,23,54,0,78,9277,800,89,0.671014337,79,6225,9277,0.103150739,87,789,7649,0.077667742,77,698,8987,9,86,12/31/2019
PR,11/26/2020,1,0,4,65,9376,653,65,0.542662116,67,5088,9376,0.13234698,65,653,4934,0.071695213,65,653,9108,15,65,12/31/2019
DE,3/27/2020,0,0,0,1,34,0,1,0.852941176,1,29,34,0,1,0,29,0,1,0,34,0,1,12/31/2019
AZ,9/10/2020,26,60,0,85,12514,601,100,0.664375899,87,8314,12514,0.059963658,95,594,9906,0.042280013,85,517,12228,5,92,12/31/2019
SD,5/18/2020,0,0,0,49,2357,81,49,0.495512518,46,1049,2117,0.077745384,45,80,1029,0.037070938,49,81,2185,1,28,12/31/2019
LA,7/14/2020,0,0,7,37,2786,1484,187,0.713926777,38,1989,2786,0.124681934,37,245,1965,0.088703838,37,245,2762,11,179,12/31/2019
MS,6/16/2020,0,1,0,79,6940,769,85,0.696407538,82,4730,6792,0.151239144,81,714,4721,0.10540146,83,722,6850,6,41,12/31/2019
MS,11/26/2020,19,87,7,106,8844,1019,106,0.607530529,108,5373,8844,0.191433402,106,1019,5323,0.116271109,106,1019,8764,17,106,12/31/2019
WV,5/10/2020,0,0,8,58,5916,128,58,0.552400981,53,3152,5706,0.037950664,54,120,3162,0.021636241,57,128,5916,2,57,12/31/2019
TX,12/30/2020,159,426,215,585,72079,13077,585,0.731433566,590,52721,72079,0.251002898,585,13077,52099,0.183444155,585,13077,71286,202,585,12/31/2019
MO,1/12/2021,27,79,19,121,15821,2611,121,0.786233487,125,12439,15821,0.213841114,121,2611,12210,0.168169522,121,2611,15526,53,121,12/31/2019
AR,6/3/2020,0,0,11,76,8873,254,83,0.615034965,81,5277,8580,0.047330557,81,250,5282,0.028863636,82,254,8800,5,57,12/31/2019
NV,12/18/2020,16,45,41,61,8694,1997,61,0.795721187,63,6918,8694,0.293806091,61,1997,6797,0.234114889,61,1997,8530,31,61,12/31/2019
UT,7/14/2020,0,0,1,49,5330,314,49,0.573320537,48,2987,5210,0.103887399,47,310,2984,0.058944997,49,314,5327,1,34,12/31/2019
ME,4/17/2020,0,0,0,28,2928,84,29,0.496175243,27,1427,2876,0.05179558,28,75,1448,0.028688525,28,84,2928,0,28,12/31/2019
LA,4/24/2020,0,0,23,69,8243,1782,203,0.580115577,78,4417,7614,0.204354077,94,995,4869,0.123479319,80,1015,8220,37,184,12/31/2019
GA,8/22/2020,43,61,37,114,14607,3297,142,0.786013602,120,11442,14557,0.219911111,117,2474,11250,0.173025482,117,2458,14206,25,109,12/31/2019
WV,8/17/2020,9,46,1,59,6478,211,59,0.705773387,59,4572,6478,0.046150481,59,211,4572,0.032571781,59,211,6478,2,59,12/31/2019
WI,1/15/2021,37,107,18,146,13984,1098,145,0.628210741,148,8609,13704,0.129848628,145,1098,8456,0.08172075,145,1098,13436,19,146,12/31/2019
CO,5/24/2020,0,0,3,54,4848,352,54,0.706412181,52,3294,4663,0.105343048,52,347,3294,0.073440434,54,352,4793,5,31,12/31/2019
AK,8/24/2020,0,9,0,15,1330,50,25,0.409022556,20,544,1330,0.056306306,25,50,888,0.02481203,20,33,1330,0,25,12/31/2019
TX,5/29/2020,0,0,19,347,52599,2349,354,0.67844531,341,29779,43893,0.077605024,341,2311,29779,0.051222072,349,2343,45742,23,267,12/31/2019
WY,5/11/2020,0,0,0,25,1054,23,25,0.499484004,23,484,969,0.047520661,23,23,484,0.021821632,25,23,1054,0,21,12/31/2019
CT,11/19/2020,7,27,9,34,8469,1016,34,0.73361672,35,6213,8469,0.165230119,34,1016,6149,0.12124105,34,1016,8380,12,34,12/31/2019
LA,1/1/2021,47,166,19,213,14049,1665,218,0.666310769,221,9361,14049,0.180292366,218,1665,9235,0.120451422,218,1665,13823,23,213,12/31/2019
NC,7/31/2020,3,99,5,78,20533,1303,119,0.813811913,118,16710,20533,0.077041602,118,1300,16874,0.063234935,117,1296,20495,17,113,12/31/2019
AL,12/26/2020,42,70,18,114,15564,2789,114,0.678360319,117,10558,15564,0.273056589,114,2789,10214,0.18427486,114,2789,15135,30,114,12/31/2019
AR,8/11/2020,25,46,21,81,7980,1644,88,0.691729323,85,5520,7980,0.297287523,87,1644,5530,0.206015038,85,1644,7980,27,74,12/31/2019
RI,3/22/2020,0,0,0,1,79,1,1,0.582278481,1,46,79,0.02173913,1,1,46,0.012658228,1,1,79,0,1,12/31/2019
VI,5/24/2020,0,0,0,1,85,3,2,0.752941176,2,64,85,0.046875,2,3,64,0.035294118,2,3,85,,0,12/31/2019
OK,11/8/2020,44,98,18,151,11260,1114,151,0.653019538,153,7353,11260,0.154272261,151,1114,7221,0.100686913,151,1114,11064,11,151,12/31/2019
MI,6/2/2020,0,0,6,125,21421,1050,135,0.608607428,131,12897,21191,0.080949058,131,1044,12897,0.049017319,135,1050,21421,8,100,12/31/2019
KS,3/22/2020,0,0,3,16,682,8,16,0.333333333,14,207,621,0.033816425,14,7,207,0.011730205,16,8,682,0,16,12/31/2019
DE,8/9/2020,1,9,0,10,2441,64,12,0.662023761,11,1616,2441,0.037514654,12,64,1706,0.026218763,11,64,2441,0,8,12/31/2019
MO,6/11/2020,0,0,3,107,20593,629,129,0.605961738,123,12258,20229,0.050742372,123,622,12258,0.030562169,129,629,20581,2,119,12/31/2019
WI,5/5/2020,0,0,146,129,12284,404,136,0.579603023,122,6979,12041,0.052738612,133,389,7376,0.031097362,125,382,12284,3,64,12/31/2019
SC,12/16/2020,25,60,13,85,10608,1377,85,0.819193062,87,8690,10608,0.160770578,85,1377,8565,0.131947106,85,1377,10436,28,85,12/31/2019
HI,4/19/2020,0,0,0,11,1554,21,12,0.581724582,11,904,1554,0.022151899,12,21,948,0.012870013,11,20,1554,0,11,12/31/2019
IN,6/30/2020,0,0,4,119,15289,650,122,0.590675306,124,8843,14971,0.07417614,118,646,8709,0.043868529,122,650,14817,22,106,12/31/2019
HI,8/31/2020,4,13,1,17,1767,265,22,0.704584041,16,1245,1767,0.165676077,18,223,1346,0.114318053,16,202,1767,4,18,12/31/2019
PA,4/30/2020,0,0,30,151,15119,3029,208,0.618759107,86,8068,13039,0.187850012,89,1543,8214,0.115410224,93,1560,13517,94,152,12/31/2019
TN,3/26/2020,0,0,0,4,398,36,4,0.726130653,4,289,398,0.124567474,4,36,289,0.090452261,4,36,398,0,4,12/31/2019
MS,4/11/2020,0,0,3,30,3691,291,32,0.467932838,32,1700,3633,0.171176471,32,291,1700,0.080099092,32,291,3633,3,32,12/31/2019
FL,8/17/2020,10,64,163,248,76881,7548,258,0.552165034,255,42451,76881,0.17681139,256,7538,42633,0.098047632,255,7538,76881,98,239,12/31/2019
ID,4/22/2020,0,0,0,36,3530,55,38,0.417550903,35,1456,3487,0.036910458,37,54,1463,0.015580737,36,55,3530,1,36,12/31/2019
MO,5/16/2020,0,0,4,103,19461,760,121,0.529156425,115,10118,19121,0.074125321,115,750,10118,0.039052464,121,760,19461,8,114,12/31/2019
MI,4/2/2020,0,0,116,48,11221,2268,54,0.517709226,44,3625,7002,0.326344828,44,1183,3625,0.215630348,54,2268,10518,161,47,12/31/2019
SC,12/6/2020,23,62,11,85,10567,1042,85,0.756884641,87,7998,10567,0.131815307,85,1042,7905,0.100250144,85,1042,10394,24,85,12/31/2019
TN,12/5/2020,25,89,39,114,20429,2672,114,0.654348714,128,12820,19592,0.221082244,114,2672,12086,0.144245303,114,2672,18524,40,114,12/31/2019
SD,7/5/2020,0,0,0,34,2098,41,39,0.351351351,34,507,1443,0.044444444,30,20,450,0.023767083,38,40,1683,1,18,12/31/2019
MI,8/5/2020,5,119,3,117,22104,715,147,0.737965979,144,16312,22104,0.043304464,147,715,16511,0.032301846,144,714,22104,4,121,12/31/2019
IA,8/7/2020,7,116,11,123,8458,306,123,0.594112083,123,5025,8458,0.060895522,123,306,5025,0.036178766,123,306,8458,4,123,12/31/2019
CO,5/12/2020,0,0,5,96,6527,789,97,0.945916115,94,5999,6342,0.130521754,94,783,5999,0.120882488,97,789,6527,1,38,12/31/2019
OK,4/12/2020,0,0,0,64,7417,322,121,0.417155842,62,2203,5281,0.080344984,62,177,2203,0.035780155,64,194,5422,4,66,12/31/2019
WI,1/10/2021,42,101,7,146,13992,1124,145,0.599000579,148,8271,13808,0.138440695,145,1124,8119,0.083013294,145,1124,13540,15,146,12/31/2019
PA,9/3/2020,21,181,11,181,28995,1129,207,0.746232109,189,21637,28995,0.046605489,205,1097,23538,0.035368877,183,1013,28641,13,193,12/31/2019
NJ,12/8/2020,11,65,142,78,20139,3667,78,0.779234321,79,15693,20139,0.234402966,78,3667,15644,0.182756043,78,3667,20065,57,78,12/31/2019
ND,9/3/2020,13,31,2,47,2287,116,47,0.68211631,48,1560,2287,0.075373619,47,116,1539,0.051304732,47,116,2261,0,47,12/31/2019
VT,5/29/2020,0,0,1,15,1264,9,15,0.610336341,14,744,1219,0.010752688,14,8,744,0.007120253,15,9,1264,0,11,12/31/2019
LA,9/14/2020,40,149,10,185,13922,619,210,0.638270363,177,8886,13922,0.069961196,173,613,8762,0.044787024,173,613,13687,10,185,12/31/2019
KS,12/2/2020,46,102,33,148,8524,1290,148,0.63984045,151,5454,8524,0.239154616,148,1290,5394,0.152861713,148,1290,8439,24,148,12/31/2019
IA,11/25/2020,9,96,11,124,8459,1291,124,0.640146589,126,5415,8459,0.241941529,124,1291,5336,0.154518253,124,1291,8355,29,124,12/31/2019
IN,9/4/2020,17,117,0,141,17313,774,141,0.62490614,144,10819,17313,0.07224867,141,774,10713,0.045081251,141,774,17169,5,136,12/31/2019
FL,3/28/2020,0,0,0,3,835,624,235,0.407185629,4,340,835,0.197278912,3,29,147,0.081005587,3,29,358,0,4,12/31/2019
WY,9/20/2020,2,24,1,27,1579,31,27,0.361621279,29,571,1579,0.056363636,27,31,550,0.020103761,27,31,1542,1,25,12/31/2019
LA,1/7/2021,47,166,17,213,14261,1895,218,0.712783115,221,10165,14261,0.189235071,218,1895,10014,0.135009974,218,1895,14036,35,213,12/31/2019
VT,9/6/2020,2,14,0,16,785,3,16,0.396178344,16,311,785,0.007042254,15,2,284,0.002702703,15,2,740,0,16,12/31/2019
WY,8/7/2020,3,22,2,30,1747,42,30,0.386949056,30,676,1747,0.062130178,30,42,676,0.024041214,30,42,1747,0,30,12/31/2019
SC,7/13/2020,0,0,15,72,11038,1504,75,0.714851485,74,7581,10605,0.1953125,73,1475,7552,0.13997208,75,1504,10745,15,66,12/31/2019
OH,7/5/2020,0,0,2,91,27168,1270,194,0.670417165,191,17935,26752,0.070248165,190,1254,17851,0.0470057,194,1270,27018,1,51,12/31/2019
OK,1/14/2021,44,96,34,150,10988,2017,150,0.748270841,152,8222,10988,0.250870647,150,2017,8040,0.187436112,150,2017,10761,35,150,12/31/2019
VA,3/25/2020,0,0,0,1,115,1,1,,,,,,,,,,,,,0,1,12/31/2019
OK,7/21/2020,19,37,0,70,5371,729,131,0.741575126,65,3983,5371,0.101163379,63,400,3954,0.075018755,63,400,5332,7,66,12/31/2019
DC,5/4/2020,0,0,2,7,2672,526,10,0.720710059,8,1827,2535,0.273365748,9,506,1851,0.196856287,9,526,2672,16,7,12/31/2019
TX,6/24/2020,0,0,33,338,55459,4877,372,0.683730515,363,35835,52411,0.130460121,363,4701,36034,0.088979786,371,4851,54518,29,250,12/31/2019
HI,3/4/2020,0,0,0,4,803,0,4,0.834371108,4,670,803,0,4,0,670,0,4,0,803,0,4,12/31/2019
NC,7/24/2020,7,43,11,85,13446,1669,114,0.777108434,90,10449,13446,0.111399444,92,1202,10790,0.087261337,89,1170,13408,8,85,12/31/2019
RI,1/10/2021,6,8,20,14,2612,449,14,0.89280245,15,2332,2612,0.196584939,14,449,2284,0.176424361,14,449,2545,8,14,12/31/2019
TN,6/22/2020,0,0,7,66,21143,576,113,0.614467715,122,12733,20722,0.044603391,110,555,12443,0.028718153,113,576,20057,4,53,12/31/2019
MD,6/29/2020,0,0,0,10,8642,810,51,0.803556804,51,6868,8547,0.116983895,50,799,6830,0.094229874,51,810,8596,0,5,12/31/2019
NC,7/18/2020,6,26,8,65,7067,1635,119,0.739866306,67,5202,7031,0.089202786,66,461,5168,0.06554813,67,461,7033,6,59,12/31/2019
NH,8/16/2020,2,27,2,30,3344,32,30,0.621710526,30,2079,3344,0.015392015,30,32,2079,0.009569378,30,32,3344,0,30,12/31/2019
TX,8/7/2020,122,319,151,538,57254,9468,547,0.717399658,545,41074,57254,0.229861617,547,9468,41190,0.165552717,544,9462,57154,160,539,12/31/2019
CO,12/25/2020,12,79,22,102,11814,1267,102,0.578212291,104,6831,11814,0.187342895,102,1267,6763,0.108448173,102,1267,11683,16,102,12/31/2019
MN,5/28/2020,0,0,5,125,12650,800,125,0.560764311,124,6926,12351,0.114351718,124,792,6926,0.063241107,125,800,12650,6,124,12/31/2019
NE,1/4/2021,16,83,9,99,5076,580,99,0.632190701,100,3209,5076,0.1829076,99,580,3171,0.116092874,99,580,4996,7,99,12/31/2019
WA,4/30/2020,0,0,13,81,12234,691,112,0.574222,87,6901,12018,0.07905854,109,655,8285,0.048389734,90,592,12234,5,59,12/31/2019
KY,9/9/2020,1,16,13,108,12618,572,109,0.666983674,110,8416,12618,0.068421053,109,572,8360,0.045906902,108,572,12460,8,106,12/31/2019
DC,8/5/2020,1,11,5,11,3111,155,13,0.778206365,12,2421,3111,0.064023131,12,155,2421,0.049823208,12,155,3111,1,12,12/31/2019
PR,1/3/2021,0,2,6,66,8977,433,66,0.445137574,67,3996,8977,0.112031048,66,433,3865,0.049260523,66,433,8790,7,66,12/31/2019
DE,6/19/2020,0,0,3,10,3132,127,10,0.684210526,11,2119,3097,0.067445566,9,127,1883,0.045487106,10,127,2792,0,7,12/31/2019
MI,3/28/2020,0,0,1,6,2120,153,7,0.563333333,6,676,1200,0.136094675,6,92,676,0.107974594,7,153,1417,2,6,12/31/2019
VA,1/9/2021,26,74,61,105,18582,2977,105,0.72489506,108,13470,18582,0.223431402,105,2977,13324,0.162473394,105,2977,18323,46,105,12/31/2019
OH,8/20/2020,9,86,17,93,31134,1577,204,0.690756087,209,21506,31134,0.074236219,204,1577,21243,0.051408267,204,1577,30676,11,88,12/31/2019
OR,4/4/2020,0,0,1,15,1439,76,15,0.460736623,15,663,1439,0.114630468,15,76,663,0.052814454,15,76,1439,0,15,12/31/2019
OH,11/10/2020,28,172,57,200,30764,3117,200,0.726335977,204,22345,30764,0.140932315,200,3117,22117,0.102411618,200,3117,30436,32,199,12/31/2019
NH,4/5/2020,0,0,0,9,1024,55,9,0.458984375,9,470,1024,0.117021277,9,55,470,0.053710938,9,55,1024,2,9,12/31/2019
WV,9/23/2020,9,51,4,60,6548,261,60,0.719456323,64,4711,6548,0.05640804,60,261,4627,0.041115312,60,261,6348,4,60,12/31/2019
AK,7/10/2020,0,0,0,10,1764,25,10,0.513605442,26,906,1764,0.055555556,10,25,450,0.027932961,10,25,895,0,21,12/31/2019
WI,4/17/2020,0,0,0,56,6167,224,69,0.36950992,63,2179,5897,0.094741614,66,209,2206,0.036322361,66,224,6167,0,63,12/31/2019
NC,6/6/2020,0,0,7,52,22250,886,120,0.845350957,116,18547,21940,0.047285275,116,877,18547,0.03984888,120,886,22234,3,37,12/31/2019
PA,6/26/2020,0,0,9,169,13617,805,206,0.703058261,84,8230,11706,0.047102759,84,391,8301,0.033438172,89,404,12082,8,145,12/31/2019
OK,4/29/2020,0,0,8,106,9087,374,136,0.474490371,89,4213,8879,0.067533958,105,353,5227,0.035875426,92,326,9087,11,92,12/31/2019
ND,1/5/2021,17,29,38,46,2085,186,46,0.678657074,47,1415,2085,0.13381295,46,186,1390,0.090335114,46,186,2059,2,46,12/31/2019
AZ,5/2/2020,0,0,2,68,10346,774,71,0.52077748,59,4662,8952,0.155092124,68,766,4939,0.065681622,62,609,9272,5,82,12/31/2019
KS,12/21/2020,39,98,19,138,8296,1101,138,0.578833173,141,4802,8296,0.231691919,138,1101,4752,0.13410475,138,1101,8210,24,138,12/31/2019
MO,5/26/2020,0,0,1,107,20786,702,130,0.541987352,122,11056,20399,0.062409551,122,690,11056,0.03379224,129,702,20774,5,121,12/31/2019
PR,1/7/2021,0,3,3,66,9482,452,66,0.511495465,67,4850,9482,0.095783005,66,452,4719,0.048623064,66,452,9296,61,66,12/31/2019
VA,4/6/2020,0,0,2,20,2313,212,21,0.470882621,20,1035,2198,0.201932367,20,209,1035,0.091655858,21,212,2313,3,20,12/31/2019
OR,6/6/2020,0,0,0,48,5867,123,57,0.59615003,47,3004,5039,0.032956059,47,99,3004,0.020964718,57,123,5867,0,37,12/31/2019
MO,8/17/2020,22,71,3,121,18475,921,135,0.580947226,122,10733,18475,0.072545728,127,821,11317,0.044384303,122,820,18475,6,128,12/31/2019
DE,9/20/2020,3,10,0,12,2626,90,13,0.69687738,13,1830,2626,0.047244094,13,90,1905,0.034708831,12,90,2593,0,10,12/31/2019
MO,7/7/2020,0,0,1,109,21004,1326,130,0.618340907,126,12791,20686,0.103440151,124,1317,12732,0.063375233,130,1326,20923,3,120,12/31/2019
NH,4/8/2020,0,0,0,11,1104,54,11,0.462862319,11,511,1104,0.105675147,11,54,511,0.048913043,11,54,1104,0,11,12/31/2019
KS,5/13/2020,0,0,4,121,7844,219,149,0.478791023,118,3691,7709,0.05993307,117,197,3287,0.027565084,121,198,7183,5,112,12/31/2019
WI,6/8/2020,0,0,114,131,11566,466,136,0.605964355,132,6868,11334,0.065236427,131,447,6852,0.039202082,134,452,11530,1,107,12/31/2019
AZ,5/6/2020,0,0,3,74,10644,851,74,0.567771084,63,5655,9960,0.141841571,71,838,5908,0.070914397,66,729,10280,17,79,12/31/2019
IL,1/10/2021,22,165,74,200,32170,3635,200,0.657942182,205,21166,32170,0.173442122,200,3635,20958,0.11436212,200,3635,31785,38,200,12/31/2019
IA,1/4/2021,3,65,3,120,7937,604,120,0.585107723,122,4644,7937,0.131993007,120,604,4576,0.077109664,120,604,7833,7,120,12/31/2019
AR,4/30/2020,0,0,3,78,7020,158,78,0.491633348,65,3320,6753,0.037018877,76,151,4079,0.016750179,67,117,6985,3,67,12/31/2019
SC,12/19/2020,25,59,16,85,10529,1416,85,0.786969323,87,8286,10529,0.172767204,85,1416,8196,0.136653156,85,1416,10362,20,85,12/31/2019
DE,8/16/2020,1,9,0,11,2187,54,12,0.657521719,10,1438,2187,0.022251309,11,34,1528,0.015546411,10,34,2187,0,8,12/31/2019
SD,11/12/2020,11,51,104,62,2809,555,62,0.673905304,65,1893,2809,0.301302932,62,555,1842,0.202850877,62,555,2736,3,62,12/31/2019
CA,11/8/2020,62,337,20,403,65713,3700,401,0.695341865,411,45693,65713,0.081833061,401,3700,45214,0.057110223,401,3700,64787,39,400,12/31/2019
NC,11/20/2020,6,121,17,127,23874,1942,127,0.749685851,131,17898,23874,0.109798157,127,1942,17687,0.082403361,127,1942,23567,18,127,12/31/2019
UT,1/12/2021,1,51,3,52,5518,598,52,0.586806814,53,3238,5518,0.187343358,52,598,3192,0.110189792,52,598,5427,2,52,12/31/2019
NE,12/27/2020,15,85,8,100,5263,567,100,0.608588258,101,3203,5263,0.179487179,100,567,3159,0.109396103,100,567,5183,5,100,12/31/2019
SC,1/13/2021,26,59,12,85,10779,2290,85,0.842657018,87,9083,10779,0.255808758,85,2290,8952,0.215935879,85,2290,10605,45,85,12/31/2019
MD,12/18/2020,8,50,35,58,11643,1992,58,0.791462681,59,9215,11643,0.217538495,58,1992,9157,0.172781681,58,1992,11529,33,58,12/31/2019
OH,3/25/2020,0,0,0,9,757,18,9,0.473825503,8,353,745,0.050991501,8,18,353,0.023778071,9,18,757,9,9,12/31/2019
ND,11/11/2020,22,27,113,49,2408,514,49,0.789036545,50,1900,2408,0.273987207,49,514,1876,0.215785055,49,514,2382,9,49,12/31/2019
NE,7/5/2020,2,17,0,88,5106,138,95,0.539689034,92,2638,4888,0.050763359,89,133,2620,0.027261952,95,138,5062,0,83,12/31/2019
NV,9/4/2020,5,52,42,60,8513,655,60,0.682250675,61,5808,8513,0.11357725,60,655,5767,0.073261391,59,611,8340,10,59,12/31/2019
OH,8/19/2020,9,89,18,92,31021,1576,204,0.700199692,208,21389,30547,0.073273615,203,1546,21099,0.051565619,204,1576,30563,5,88,12/31/2019
SD,8/1/2020,2,41,0,49,2214,60,53,0.575880759,51,1275,2214,0.046765394,52,60,1283,0.027100271,51,60,2214,0,49,12/31/2019
AK,11/7/2020,3,21,7,24,1625,127,24,0.617230769,24,1003,1625,0.12662014,24,127,1003,0.078153846,24,127,1625,2,24,12/31/2019
NE,11/17/2020,16,82,7,98,4938,1011,98,0.695625759,99,3435,4938,0.299023957,98,1011,3381,0.208067504,98,1011,4859,14,98,12/31/2019
IL,4/21/2020,0,0,9,92,14643,2184,108,0.556244964,92,6903,12410,0.276341432,101,2127,7697,0.143868832,99,1869,12991,17,99,12/31/2019
PR,7/3/2020,0,0,0,6,8302,111,57,0.569139758,55,4618,8114,0.023000633,56,109,4739,0.013370272,56,111,8302,0,3,12/31/2019
MI,5/12/2020,0,0,189,125,21404,1880,136,0.608757329,132,12874,21148,0.144943297,132,1866,12874,0.08783405,136,1880,21404,41,108,12/31/2019
